cpf,numeroConta,numeroCartao,Ranking
54185869251,3881839473663148660,1269148523104828842,B
64006932251,7915763677026752012,2838974339465699188,D
89235090173,3415438824675904276,6278898557362077147,B
89713671355,3168592883497876514,8832590705654664839,C
35368996660,7070540516406550266,7021066466874594679,B
72948856648,2859858166145890040,5322259027280577446,B
18282045634,1400484660501289913,8769755038025150121,D
32225620027,2082462230483136475,6378448955865430172,C
67269298500,4098519999089314616,2619764359742749789,C
16515970352,1840505254246521259,1391937182510127258,D
49472662759,1177789462789390277,5135106841403042767,C
20913964501,4543767620003889694,9255395074163775611,C
20512234191,4610832440385550962,5417845443782962138,B
80005997819,5659579525668841244,2714063046673417263,B
96764247760,3892596092721535027,4849364652588239430,C
57714720200,3286204483492472874,4202285932810976975,C
47328828794,3234900451749465711,3682540603812940021,B
13251640906,2999594335350562659,5774668867871953511,C
29498169976,8399836518909262526,1354442751500151590,D
47275130035,6057882568315668278,3301216634958836453,B
15342076770,8356161360442628423,2079737294170132969,C
79462870811,2515126539907447654,2579047859167651035,D
59811370480,2024918418166752621,1307260424152528279,B
19362654691,9835805130458861730,8817723552912323586,B
99560938542,4590938867890416000,2202536187806125598,B
51452709659,6019388426359657536,8281814097314288782,B
46467276573,9688854756445312879,4612660054600346756,B
49447103683,3244494758858169888,9541829083974070682,C
61570232282,3391277481500221843,8034802074610657137,B
93379966457,4579973126552876579,7361156671871773601,B
35032141460,2195227402923040629,7257795429313899303,B
65581803944,2199140545658232511,3681806315304699131,B
97846535477,9241906820767879047,4092569389383380026,B
84352850732,9494479252562998798,7158819912546344053,B
15942532220,5665700736151560409,8566478570877414967,C
19999407710,8969342898840781967,3109397651201859394,C
56469544494,9565104333276898115,8411554753712448201,B
15323204758,6422678484854879541,7066012529027128053,C
13421410349,9045079462241194449,3662100312848967995,C
38140792083,7507005808509532796,3724692439685399722,C
81497560019,8414903673201727924,9903832734003756580,C
65279464327,5218697580969311181,8707966361914805173,C
71180906940,4293076403710423259,7564735603975547889,B
83118496619,3919108646315691953,7061399961854746239,B
14196405763,7171401794049407220,2700442147045138250,C
61574551444,9521002078983268246,5311479800227852269,C
57550713969,5908736439117775711,5525889323791635033,B
97342705265,6223567827314420633,5895623202692224836,C
95894159422,4267726126783911883,6285629690525715578,B
15535785369,9371494635227562158,1230006206191851628,C
82548936424,1901781885442831990,7536803494396948458,B
29144848326,5614234260112486033,8361091869059723693,B
14371377360,7687608038422123206,9533305085700091452,C
88491240713,7043467928870749017,7915515823497324834,C
77649645540,2575401635833523866,8050201635289293083,C
89299890540,6738182261161432698,3659549403070750728,D
45143743830,4122149623729566746,3245919305689856644,C
70581186843,4569685961395262812,7529663156283619786,B
68611230976,5259609724136389724,8841487103139324553,D
50519069903,9603276580467926538,7757909251176054957,B
11588725117,1609194157143064050,9897689668512047858,B
72565952471,7250715532045733876,9521122369270927914,C
83087155016,6550396582707804761,1401858175844721525,C
67412653897,9117110567669318400,7765065923279995435,C
14399189996,1392918532617084291,8129584546564956988,D
75781860064,5018673303330997613,7801153063329889885,B
95636458532,1653673247317957320,1436093422547898961,C
12459361210,2885436476017276970,5554905862911404195,C
71281163305,9453953894957065693,5030380453083469286,B
54015662137,4050369648645755954,2566827359534868427,B
98741375151,7555314539344045641,3847509459591235858,C
72805791510,7089198474596059909,8790357964678754321,C
49022413749,8714902195454515019,8627924885326154296,C
49853897380,2698128597029339708,5171625699830378068,C
89036043774,6818709405148119572,9625429381816423787,C
56052945475,8934962476900831584,7689170466534233527,C
77237136766,8622145314829898329,6901540514911244771,D
80590591205,2616631220760926603,5599695953927343390,C
47892045551,4840483522936564971,4095160013220654759,C
89832876334,1579564223166401642,8586442571897046712,C
51207873235,6841669980925510396,8740444772712784892,D
33591099223,1908541572990417958,5390549181620940940,B
21443366960,8213975891844002045,6748479955870047450,B
93117827562,5608696379343268063,8101300260008927230,C
37199309465,2014345276009472884,9694262419615110323,B
77837684186,5306494771166460347,5510228052974283417,B
32799795129,6114368935981871070,7010075022739176429,C
81380166254,7462566162094039219,8733893942864048746,C
73046565575,1800930883761921964,5307200663733873133,B
45159148450,4640522387878679246,6001307386808607785,C
93156103792,2300871167986514945,4873946372608121755,B
86410419326,4462356955735954451,7415273767385898434,C
33121313821,8630283199812212541,8319568970614106254,C
84994918271,8634610243464941506,2487847136556989777,C
43991769168,3190295485814428806,9496515956206277115,B
89761175900,7520799284643170818,7785705418086289917,C
16419892989,7085590119958915274,1919922058186616302,B
36109101893,3896905318945223318,1838206516045015430,D
34864411152,5919093487394065906,6432287905993134652,C
79154556753,4891430626734278908,2452694389247988093,B
57282577526,7365995521110564068,7600124876086378093,C
44548230483,6898872119820015958,8977659762523936997,C
55996939548,4036124786349180739,1410050132825114987,C
84730807055,3855051562035412938,6145228307624553498,D
11652862034,5266541153218585669,5274846333794207605,B
55547356397,8939576182908262194,7456464856636872450,C
63904756619,4985516886027066575,4076207027503512245,D
36600186403,1763131107835609435,3919505500475091980,C
82893835335,4673825867585754433,9469374242686738216,B
90910815278,2419118238523447704,6975161463703513089,C
77632224168,9474135289160526015,3871282534946402412,C
20814914951,1544413986934230036,5381890337759049014,B
62203544970,7681465777626014399,2199276573201564262,B
19156698821,2326670537426080664,1384452365599931195,B
99443127695,8292204530556628190,4042450326256800779,C
13398265067,6169567429811057641,4962261699132011266,C
65704536050,8897600344996886986,2489930228105951213,C
73171474826,4996731443542971540,4638720581738169914,C
74016272856,3118498260119226406,8960084261482335746,B
55796944611,7940297362975462131,2299198534993883262,C
13736224820,3254295320333318161,8207043212033873729,C
58822161158,6456536024110300276,7153833175568867416,B
14440338173,8401715461306822350,4021621009594287304,B
27041410583,3047835892734864472,6523279885390487343,C
22962337157,2050031622883738368,8107588494146102850,D
59355222754,5153362377982349087,2193383128818419528,B
97240381926,7832182503983322881,6680262760117705534,C
29959527841,8299560235759268603,6182212836931261999,B
14896486079,1686261161853483791,8365212177512372576,B
60024905708,2316584523185098281,8319694873432311141,B
80627646101,8879362888734626119,4182292772616986101,C
34014602833,6269011609493990327,3647081320684930143,C
54492833792,6541463581749351020,5249112789932562109,B
52925897347,6606720481712118264,7785840851703476255,B
37563850832,8614728375392817225,5846228156081676119,C
64389303569,4794110483481389651,1310262341882087478,C
34251758099,7959778272279220594,4588603463204815147,C
24649201223,3653135450509382045,3272940406284406606,B
84181731240,8479768351918845291,8195801947442334437,C
15926809310,9176990346425092534,5214034431522840156,B
20080839245,5854781940644522601,1383669067332973826,C
11261175085,2896052604135741550,7269460360567402879,C
80906229929,8364633707750375883,8825487595348087662,C
97534443006,5388509690171633441,3036800706161088497,B
43568947526,9509094217210378091,6056327567642836397,B
66285062482,7503257439690419906,6511579086602777480,B
77742037928,3451007179908278293,9694094426457976912,D
64352587954,5056765197339422538,2460702920293284741,D
82340706028,2143205600179632090,4320985175550146982,D
85224014838,5133153522926061635,8231647827357947035,C
45356551416,6157575762776234102,1305121343905224184,B
85017483764,7140200228095945182,1451131864563968845,C
76590855346,1995382135658953288,9206526080990056642,C
95368390748,7070063760552715397,6591803047177916105,D
25147310124,5098350221628629470,8086634274216429735,D
47517992161,4038169359382660149,9172631933011647348,B
97657947046,8849306589179346358,7876527253932756729,C
59537536336,7983123948619907797,9606983362462593439,D
33574696630,9525536458464877743,9333614922673369604,D
92590228059,5050267652825520490,2075926445429735939,C
97618663511,9589865381340969420,1627102910419002531,B
79953608601,6736401859366421285,3877447179077636365,C
50607317145,6713115701823369776,2597476282942276136,B
34792092733,6956334142048904669,7702645106601963019,D
44776360220,5141149703672498726,8030244216652085372,B
22240535264,6636323223513242076,9234065738998046033,B
13824391396,8524365178001302131,9818948117996051752,C
25670618914,8001208059803513554,8309995757228661716,B
38053280992,2584585862568198997,7428114537278232819,C
13507281183,6316104089454978505,7953560639213075864,B
89121904750,7937434925786209118,2380887946289928236,C
82786596471,3268479773180392962,5350372600118619136,D
38003796206,2987500635940589561,2568785359826219470,D
82585884301,3487194086720015867,1771191805429338036,C
83518868719,1832161266611289728,2353136795775687120,B
24357863642,7511101001993177406,5981550388996431976,D
64296325589,4827351392690912836,6659017455028890778,B
75040611420,3298585441479711137,4972467855101732269,D
34232944638,5217667240427167132,3492889098145826488,C
76614663602,1962315896250436583,7903762468624391727,C
44853313132,4113199388265406369,6086754779037428210,C
51722294206,7848263694898151838,8232483525445380849,C
99089925493,4469505428302659751,8194204323974556591,C
72263576417,3010779853987864105,9106095678208332416,C
38482519850,2731422500003839201,2588539611566930976,B
26727527981,1635978085358609039,3460520852727048734,C
30421663614,5933961046650188935,3827551873541449519,D
56284647461,7218238328005239385,7713775155256398782,D
57873201811,5833477866924426177,2084982669194562816,B
84541750255,2715500826074258473,2106665280324031495,B
32187826735,4682515607755674593,6095259896081758552,C
11921021053,6905263102945724140,1556892539564722678,C
32463511883,5330720152468069356,3228668370667987314,C
27132001816,3628817259442446521,3865995315897041441,C
50397897306,4863077161774638113,1470503510285269006,D
28407557236,2837739572366996897,6132408772922908753,B
23383162863,7818663318017849933,8968780369913069362,C
72565792005,5858668628210452748,4658229555626179333,B
55294066682,8158298198633851693,9255232553219458198,D
67979533589,2570807431104983720,2913972829661029534,B
78570020951,6147097537709086296,8696995894026829583,C
69249591731,5511815463082891808,9182718040822660257,B
73435595477,9404404186425820960,7187544735608068910,C
26608258423,5508227037227754465,2529064809933367710,C
29411503003,2379496953064900902,7365992268009615620,C
57619079083,8671318271200831574,6527663192992518433,C
54716922309,9749826876645479854,5021706978406638065,C
38605464128,9622772745981867507,1832726655031279903,D
16743146027,5594351608089915196,7770044645594478967,B
13816222744,7043298482766570692,2112976460980451102,B
83831634553,4437674434067369068,6767223086639380019,B
92546558546,4191632874548157672,5073970774481801893,B
47899376130,5130852307761977675,8318125467462878165,C
71640234210,1879871393614250585,2262602520590009429,C
16436511421,2009054071247806220,4640534280944684268,B
61251693899,3697398889787867424,2105851346367735270,C
37205126589,9574440753222541481,3663519740818992535,C
65052348499,8564114989093162272,6232897073092825679,D
28146973688,4492861478904004865,1787999197276062313,D
74052824589,6870011812824129750,4099504330437694311,C
46491933132,5232560327501499751,2272272600648416641,B
11363713877,8193827403834494530,1326832780774804354,C
17628703145,3134909766578339177,6733204891799547088,C
97711029687,8256857088572362884,1615025289678464525,C
96113775821,4053527658351367670,3673080163675734949,D
88476693612,6649601380870161726,6977122023467949927,B
21028827269,7985206541248509392,2773552177072615686,B
34746932442,7153607796882904229,9185666908195039895,B
80289935498,5625360375583035653,8763594418532053853,B
39833439258,2080433665331457439,8942591475227111833,B
19362063904,4931195742606992815,2616661775618600611,C
25102023741,9955266568794001396,8435083536164719149,C
87128118155,9957406878910898024,6938071423286563624,D
75075721140,9484812670659150197,1262021787484061507,C
66717801792,4127430983622709064,4216725539250936189,B
41577231407,8900160884034995172,2938990525056379904,C
73269883411,1279361020347318083,5781030745153748782,D
78023326854,3283220741416353440,5141581782996795839,C
42741527426,9102301482004296416,6130581911553950455,B
50754818964,9061055031469661999,8763399577164199853,C
20185209972,2262006938950313694,8586952325468852430,B
22703999639,5345650836509513946,7343873618001861031,D
35246561505,4432930872697516972,3227514447003901908,C
19680752892,7978243383183420486,7485909135222704072,B
95720227158,3637343348654323805,7591630939826021191,B
83990345025,9341634529784456105,3258123890123056648,B
38469882762,7593492382817287066,5109852745496496761,B
89975094049,2974803720244999351,8273009872647751760,C
11837551561,6292410661390071435,3131065372756837378,C
96849796718,7099468155540489009,9954125521432039986,B
63841439957,9863910247208652048,8493613113956356948,B
92371083810,7636164497887467896,7616755506612570104,B
82200701419,3447390528667995227,1254660151268388502,B
92010308024,6221241941335701423,8786318858467797226,B
64234194447,5957677366322423891,2341953200852151725,B
52319559319,9891987877947523610,8918197336354598727,C
73844565972,2706262152715229147,3606387746811489537,B
36279113893,5397255447548642373,9628901391316668791,B
21206995703,1857455840950092562,1259573510535377187,D
96905799317,3721057122225737323,3675289175205390756,C
51531338464,9526106272302335608,8126205313262095555,B
15412112078,7298449996422259776,5118371889366485757,C
32829992590,9320292934002432513,7662594782928299648,B
37467412746,1672305817916524074,8476282138687624949,B
88492737963,5046492465094027863,1136834235338748723,D
41656452966,9125218210430445934,4376100024253854441,B
69608287149,3964373668681294731,7943606938051738542,C
53688287858,4921766815043201341,9102021905325442924,B
12738248279,9653953372347519480,9556718146546120196,B
49995790590,3490577703739651177,1622040602077574041,B
44769312972,2602966284272251229,7771076248599629759,B
79609157510,2839189894012484561,5806910284188589388,C
65824097271,3020415751228356883,1964295676929489291,C
80870598323,2449981032289424080,5052571544004155537,B
57918254035,9500742929884668869,7484550026808129194,B
89483631663,5247580161491188087,3278261956803228069,B
37658440100,7479413238222086555,6506256143375460631,C
49375944215,9668927382647488971,9554186313213528383,B
36562912305,2558362835399139110,6554048952693637080,B
88107715201,9872427546546337190,6416843175651448739,B
28669926665,5589171696565623260,7269152569397454981,B
33234006393,4799538045147782729,3442531848102500830,B
92544865656,8145447077843678615,8221861953387003347,B
80648385890,7386830641331209251,8102187752369982426,C
58122099216,9328089581392754085,6527927075876676328,C
17675320649,9958030806737983888,7781283055911683283,B
41537331885,6333187527068623773,5441774102734000293,C
78758029470,6116714497506974897,9871151316816923074,B
95518838222,2259550444373111530,8152912097521173204,B
41695920650,1785515582101630619,3644874172411829316,B
44725315031,8279266326638875431,3491339571287026452,C
32217799191,4574476763961480507,1306790459850336447,C
59358890141,5332978478075590401,8100598118517109929,B
13195161886,2988601703516037516,2421149512807316552,D
99803002178,4864902857843358615,6969666296597535864,C
39113220920,9697781281437418787,7779611932401184866,B
13204660030,4305102192192333485,5207190008065129008,B
91551499587,2607164625368547853,9009289590275951201,C
85181152417,2328800365568333963,5973093985319820685,D
56096438175,7988879963297427040,1830474651750654599,B
83544233142,8048363449086125248,2627511717463826954,B
89220320877,9768993662502930428,5964661854239095449,B
76816680501,4365168445415909187,9714742581955666844,B
46571274591,7443605246677752444,1716561817879529839,C
25810375000,9102448041105018828,6210785279706309046,C
30806062002,3281024194081108520,7132205994990938800,B
16122821291,6289818944661862361,9505710448232378745,C
68903029666,3838085280017815591,4988093719234507783,C
63755537847,1423542332621867280,9474144073057691781,C
99310038109,8546433903793741909,8678030801137435129,D
23477905366,6690891061857268123,3739201817922407482,C
52049903243,3449890894859958172,6440499438458140627,C
33614386481,9899560826911960924,9868467724863217084,B
37787576199,9178622858053600567,5669846244513309878,B
67941349380,1146549932342414670,5522423337235352546,B
16904254113,5952996490085038459,3939124128382104462,C
80116387840,4227391151100633420,1518255479642211988,C
58809331120,7851152365876265518,9279047957152942397,B
44593723732,5531179659952454419,5696034268341851160,D
93468718710,3124345307758908446,6511266545161562699,C
54847227633,8509661891616372455,6328135492173833398,B
70239217679,7638499453972265961,6532699286906908554,C
94227576148,7410827770950305729,6215984643240768833,B
96265485579,8092111769309819973,8796222887636478633,B
67863965005,9869623916127827469,7683752300366064686,C
79250287960,3290718129629194431,5596883996307323201,B
91854584579,4630022992142346502,8013913821064343970,B
82797760062,1381227609042577114,8625005202882697623,C
27043506895,4966903728636263737,7483150502509765721,B
86049384524,5250237582292276837,3882155707069442292,D
73375117423,2538505191650044185,8062463646181717191,C
19035557639,4970370829215956463,4882746399712895855,C
54841471922,7189205205027455102,7659633317037718662,C
38095925782,4582768601984522632,5505007193602726708,C
51502172598,8318841506600606414,5662153945972098041,C
55333330067,1636640682599529743,1551392335273891225,C
52677430989,7858806386824711254,8569087792016825627,D
66454675679,2275449772716705308,3636476719796964543,C
45283726463,9856324478120000963,8417921776050510003,B
15203816417,8293895885555165075,8672604740138176390,B
91057554157,9554974218964239266,4934343357239509717,B
89609079705,4113862899537788108,5931305323757027920,D
16270202310,8199064239552536190,6858720501565710297,B
79931570456,9583241477429889409,7042168996001477712,B
89419271583,3664010281894092525,6213122942458541380,B
89676643943,9398359841447123409,4864872631369280268,B
70003387317,1394352625075050863,6651512215853693456,C
38436460174,7155072238338576076,2945093020603692720,C
21633026673,3478348563193232282,4282588661053816857,B
86135520695,4408502160243261153,5549410130873221241,C
67862771065,8094648759894454834,1389253777805701479,C
61265393882,8944455667110904943,2720074992397649881,C
89404218438,1161433714595609863,5744690325587569137,B
97309612711,4096730952204745909,5164571831130330432,B
73774954530,4790409031285064079,6483187449967754433,D
29031324213,2923255486083716088,8228726628794917646,B
26372351245,6417379305013472803,8228582582590372071,D
97617964988,7402021883920090081,2397660394891152408,D
58413662629,9611865584831843501,6786152050320171729,B
73122456740,5201598425458067779,6625510408794418826,C
80202417987,3002738752169602257,7892958811740261647,C
71340125738,1349900556040685925,9579173342265051797,D
93935173412,9731575073402210290,2992319968995307399,B
47049879959,5334988825296027321,9229807901238535272,D
79359461727,9241886559905013803,3853550732331775448,C
19996820242,1259503117520217698,4037761881000927436,C
55462651601,1491284309711858224,8022668853364697860,C
85338601061,7281038210401654922,7261960512570285735,B
86683839386,3811750743604726306,3254130338769271377,B
47757070208,5992188251317590980,4693678126170052470,C
14619239743,4444524132468456298,8861030434439095996,C
91148672126,8366230037912875254,6768264531804580692,C
78599341220,3674966996058656859,3302288702966794677,C
65584296394,6864082144798916035,6616418120095992264,B
57430913766,6241664505778806826,8957721432137934487,D
53152418133,2155844017744122393,3758412730784596865,C
44913616003,3771633118202372437,9039990873007819472,B
81049807857,8583015390498991496,1134153180168731915,D
20981241517,1490314328376436330,7777002023203380987,B
83347972630,6286637272406095249,4773397084390481044,B
45358810953,6686958102991590579,6625510599013941178,B
29269673452,6361435510584179824,3104143995116787127,B
43902861327,1285012511105698284,1157935477679437094,B
19451971399,7655059372485085409,2153722013132387810,B
12903916766,6375903553425195141,3492353569243632369,B
85340006783,2338163316733090855,7312693683478931963,B
30266834180,2427893868749843558,7268265287639226784,B
70041707609,3441980414026767285,7696792837847595367,C
78595771309,9479954086082754998,1650947636608791366,B
84561362352,9316943887654492688,3464265159667717157,B
31622892590,4751771996470929772,4614982478346487598,B
85763441492,1268375527957889285,9024025744104852877,B
72592910328,2214485925688424691,6849702973727709092,D
33236939561,4394470606960847098,9635295618488185644,B
50431309970,8970054051872340850,7703516461449672966,B
72666044740,7316100741059902775,5263697272601370272,B
75288805309,3415726520766787183,2304975652061838730,C
30207036912,5296999926450583704,9274351538771565519,D
98808813066,1901903598808536617,2863940393164837187,B
24705193108,5092248822338946753,3913213596960287685,C
69635267513,5137744752821443634,8069529294837951808,B
94076455759,7672792726962170415,3782138327128147431,B
91582605583,2421684439288713479,5649852758619981588,B
24160755426,5794727801363630158,4746106584486544027,B
64718409889,3093858308031495439,1731643543361649254,B
70780663940,8243473382578376739,5189378179109641595,B
90390538489,1432892364035135943,9052847849742489954,B
39480023237,8898695984077856013,4427945517387592576,B
77520886953,9350909325564531825,9934372630569928111,D
62112678751,4898427338073215370,7092593080594845069,D
85187186951,1199856964209139116,6068964786212113574,C
15236097698,2839711801980549628,9313959761965405331,D
67024115815,5049249651664808243,8617807848799009634,C
30649357862,6872737375463946789,1785151178929647586,C
57837017050,2841556065145029911,9255612162451983313,C
67731570914,3431319432635077789,2829556954239142369,D
50019857006,1177631795726983447,1309928653661392326,D
18221058276,5328267515127805886,3938738084027795860,B
14920373183,8832872658343040321,2821092191693129356,B
55823150059,2792105201900500140,8824504497143621507,B
60580529191,5453230317800684458,2657817298387276338,C
68025806540,8441728580977457799,9377310960326897577,B
52676116756,7458181064359335608,6092634420546169961,D
42714502194,2415337494740906374,6242793348128693626,D
96205463638,6771477517738188422,9620973620982532514,C
51677805837,3211868053838420022,3751849311478530767,C
72861625341,4185626953200940948,4261992800415819801,C
41637285223,5303943199306494720,3332454904083480454,B
14023162115,9273096626072777664,1862243856550902492,D
51625159062,8077284883162274397,3021448823293151291,B
54970418216,5791466947072190490,1638495749786125605,B
11247180565,9063146105989041861,4670207859845860132,B
16899761222,1662654518141125020,8780854278450122940,C
79274866612,6098333342573940473,2045580366596248013,C
59112205081,1606963513828249631,4556327179275420241,C
93338074609,9142653564232893994,3133851298423130253,B
98009024114,4212021444033946387,8123213153527251833,C
56646776481,8146083702895907634,7020193657402452868,C
32950107550,6998632300104317844,2539405735330690397,D
83878203165,2848446639734960614,6587183903002292319,D
31244693472,5259734007306293275,3310035677486325889,B
75415223454,5296840111597282617,7088000734917509460,B
39566134155,7387710682998527399,3689808247699680580,B
48854254513,5663448100310279235,6672656994627490607,B
36537216362,3356867531001839632,6980319559560442477,B
65023575099,6574822512008400866,3322294626686298016,C
41595493319,3544919970540051185,6177029307496541863,C
90173851689,7423024912193982087,5744992968954427033,C
61022850776,6658926509834261470,5998101011225573830,B
64660091885,9162950587292642219,3926046363380817201,C
93027329232,6341993781499936312,3577071196008795814,B
77556989901,1576466603528947294,8176681751155715808,B
70887926788,6019960326490306634,3933386863148360015,C
38625380181,1219581259174333939,4592118672557784532,C
30259576394,2157212780760439290,4689971552061453253,C
21881769171,5376522279469243823,8259153557016672648,C
25682544643,8042830044885213654,4232355871549101480,B
25684993452,4640501550869873301,5386218411532895351,B
71990559040,6047581708241407747,3240946937603143118,C
97858736988,2679774008450731512,8462720024157851631,D
85513273818,2386572672302002310,4622049090663146939,D
41942689865,2301033341667353323,8084014339044060961,C
42594238966,4908715079801685480,1766022725159809124,B
67373957162,8094807449823320452,8403828048956115275,B
75924775412,5383045749537041677,8941112624357520464,B
72341012529,3913818153837501306,2600416458160201216,B
73726076162,4228240872686704983,2586161289628892462,C
29167867043,3051426230997513801,1257757263820295515,B
52024837254,7397030572516638844,9894647895823448675,B
59826561189,6288683072246470620,3950850187567020098,B
51103262750,5943171446730560459,1149318825485015607,B
66137779493,1273569920915828029,2038661152820903576,C
72021202083,4975285560444207112,4811576267627222406,C
27277023655,3048019291704083292,3181650588017341434,B
61653149602,1849934148122022176,6407456156478467719,C
47296257024,1426498574706551659,8871002797890507036,B
31474024748,7674381360108402733,1919908872004447507,B
54601093736,7854863254036778789,2339941318454513609,B
66037912018,7377341896581048235,9873399836825365569,C
68529943761,9748174964419065589,2115710201822964534,B
89420048149,7134588964924085112,2488886707539643419,B
67416062340,8467567166666213362,5721593756490075531,C
66243617001,6727474082565099267,2826902478512913440,C
51722660744,7618786614358902657,2581794482469487179,B
62715502311,1435355431152764919,8094805232727510391,B
21250197172,6817289781741778622,3600167653399207527,B
54415636845,1447628279487644217,7313812696559050998,C
47743069782,4498461018088818574,3651617760260158597,C
43567837015,4097587330227443810,8926495468257819329,C
76609417068,7802968205565907278,9123011913141758914,B
17787671184,3871561129128305858,5994079835086866846,B
80668754684,1121562961850783870,4416234929966463695,B
56262847867,4881052716015312772,6662479270126215981,B
99758283108,8263952895980900216,7829843452758141090,B
68123188502,2789852758322906221,7092106753626902333,B
50267712955,2574806490948850437,1944439242377473384,C
73425925511,5573006995019045049,2838420369653760862,C
31376060139,7221383680152460985,5565412670086817825,B
83752052048,5101080457128612618,2475247017618552422,C
95892919832,7107016127013919392,2261757543504612434,B
94420364747,7129090699527390411,2152323282848494122,B
27212950061,1919226437125787207,4586348478714832611,C
26882569508,3913170559961011524,2865125824786229592,C
36040815538,8760977118468342759,7549678596530366802,D
37585517366,9828124775664594167,7865771926189330737,B
80093947181,7831695451423074400,1616146540450448054,C
93615093707,9310564120641786853,8643751445748375571,C
66560512566,7052301163639438359,1476830234040230396,C
70228459605,8549331748263010890,7247403507478565104,D
90209318498,7273909921696760707,2506517020651100525,C
96327771059,9466473538995681851,5818008229225296379,C
17140534944,2535316150303429040,3882939502371845904,C
32263681293,3440789972298242766,8649788615956751324,C
50417322474,3415210568027477542,4608405444227402023,B
11390563563,7812817132328867838,2046607572936253614,B
48243688173,2919158549311401336,9269022501929059798,B
18376318325,2681924337404860219,8836361396946692471,C
99569371188,7266342777731959395,1312246188097354139,C
33812327865,8333233407428192055,8987128237445069171,D
23623620788,8304549643062964221,3379815822677542865,B
17309791141,3126344669579058618,2823671694291378044,C
68656369843,3348350320699944090,9306430627861796493,B
53563237906,5734236288599961495,8624080607869054063,B
18366509195,1649610747019761721,8962512564667866078,C
81663122483,4301677213876671064,5761485014392907187,D
69732787685,8167946732845743540,7546640364492123833,C
46917746844,1599717233983428845,6028682732297791614,C
98380794415,6192175919497624966,4371094408430046856,C
95909848207,7583004100897430202,7054375337324021780,C
42039195993,7463271861211257405,3081212144878326698,D
63126821925,1282565716687877681,5641662675472183673,C
61881912194,5196667913197654287,8034377730690773963,D
33221580030,1903451473466513853,2068221592802905543,C
13323752334,8250390044707259094,5704403560467830435,B
29448770977,3151492086452840908,5670260729814117223,B
43853103132,1742086642196730806,5780043053227640774,C
48288575677,5076392866738403759,9518444670954569620,B
28435914623,2033130475840732835,8222898519290862753,D
95187984728,9158416233074931956,4169230171543933522,C
81365821123,3109141362488904825,4397128261609536819,B
76638922677,8374508644848607939,1271713368335185949,B
24846644107,1382001334051281798,7254971434935820379,B
66332112631,5815729504646115565,4685788207882790595,C
27101595156,1464613610852723290,5261230503006714018,C
88599953726,4648994368363062983,4169236861120408138,C
38464953849,8075153147582567562,4649427495490392668,B
46124121378,5888470127714980942,5003911525125527562,B
13465425988,9363561168371015536,8004834047380856330,B
47813463697,8244283181545380551,4790349368494946849,C
63607224483,3196825563275197136,8075772400482268026,B
56185878340,8959219140727526311,4891328266134047418,B
38701189234,5440411083016155406,3322906415463024438,B
87222241622,9501903596436351044,1695935076930239828,D
75725777312,1788421688239535538,9595737353278167345,B
36285007317,4091476007247533252,4929792683977101200,C
32111930314,3379143145530040693,3145754567812059268,B
41679402026,3697356979795615816,9986882280739025846,D
99926857109,2834423424630727766,8998106004434672272,B
26292291193,2463557897667101426,4803576952625280435,C
48491363149,3941901057904300988,3499498181943331079,D
17318135143,8146014509714083369,3177342223758153591,B
14968469515,5149961854241396823,1799922415726592438,D
63192348331,6311315075683456757,9827803382168829891,B
50286951645,5633590308418355580,5712230182712432135,B
32995094790,1647540608079799148,5974283966405578559,B
24133119261,1639351758722650005,1470264351117812098,B
62466774060,8075970168233644679,5767781569358380338,D
70728917308,6491643016535122279,2804813816907136760,B
12384891735,1767104748669962592,1436444704964651094,C
84004054684,8721080887982251585,7772590003665183361,D
56966149288,2070641380355397032,1117461563249379037,C
20869073717,5661570431677437613,9547931924068370136,B
54060541469,1719825178047588230,8175636212271191400,C
13991736351,5238690573435898991,4227044047885278719,B
74543105422,7181248140878681688,4197109618125852179,B
61205560226,9476431949152919778,6285414430532548111,B
13031084766,5153612077848534456,7800072364599404554,C
60296561833,2556997802196137017,2006441449584245061,C
60385318732,2908459453913823704,5863301108304054259,B
68935676625,3961710737393622564,1485233021916189111,B
49005896827,2875096181185574705,2874561162511657077,B
91025770821,6816408907465910920,8112981314157536847,B
75700258462,9299615239802891262,7897899745933531226,B
22934445707,5207089516433761405,6293882940103660813,C
99259270604,8352389938015555715,4788347182433311706,C
79708656574,3957154837045287210,7731102708440006965,B
49842249375,9644951712191537241,9530956053544766247,D
55604515218,3698594373083902829,7654791331680973387,D
55789421098,9786817803823860259,7924243587112182127,C
71227249306,3079790986613373162,7637104359504498262,B
54805131088,4622355461730877720,6624392397255960187,C
92183119353,2255499617098330450,6360372974222380470,C
53130356959,2937645550571726271,6328436951355050975,C
47536937614,3417280130805438448,8824696127015395878,B
55006558579,4752048815748257815,3710303467921442080,B
41525674908,4577699165078745688,3259780988507419456,B
84267659083,5580987284693714657,7599429214721419888,B
74121444926,8824174962112730147,5822393008958469235,C
43667287064,9175772959743368430,7444961297527170957,B
41611893523,9190845201664098109,8970479793950214064,B
78997204866,6573829537146763408,3577538896597685793,C
77379343837,2709864083143694853,8505033892496544992,C
49590775056,9129280777685318058,9116110255088921180,B
37859457835,3661224165991443705,7459513445236710455,B
52563398831,2765258304830863134,1363312138998442731,D
68804051046,5113667874807774700,7903849280454054590,C
72967460046,3820811601150492193,8879155855481436320,B
